player_name,ath__athleticism_score,stature__height_inches,stature__weight_lbs,stature__wingspan_in,shot__total_fga,shot__freq_rim,shot__freq_paint,shot__freq_mid,shot__freq_corner3,shot__freq_atb3,shot__freq_three,shot__freq_rim_plus_paint,shot__rim_fg_pct,shot__mid_fg_pct,shot__corner3_pct,shot__atb3_pct,pass__minutes,pass__passer_rating,pass__passing_score,shoot__quality,usage__creation_score,portability__score,defense__crafted_dpm,playstyle__iso_freq,playstyle__pr_handler_freq,playstyle__pr_roll_freq,playstyle__post_freq,playstyle__spotup_freq,playstyle__handoff_freq,playstyle__cut_freq,playstyle__offscreen_freq,dominance__cpm,position,ath__athleticism_source
Lauri Markkanen,95.17,85,240,83,700,0.201428571,0.167142857,0.061428571,0.104285714,0.464285714,0.568571429,0.368571429,0.638297872,0.325581395,0.410958904,0.332307692,1476,2.1,0.21,73.3,0.37995406,6.2,-0.9,4.6,2.6,11.8,3.8,17.8,10.5,7.1,17.8,1,F-C,imputed
Mark Williams,93.27,85,240,90.5,447,0.675615213,0.29082774,0.024608501,0.002237136,0.006711409,0.008948546,0.966442953,0.71192053,0.545454545,0,0,1171,4.1,0.41,53.4,0.346626659,4,0.3,0,0,28.8,7.5,0,0,27.6,0,0.5,C,imputed
Maxi Kleber,85.83,82,240,82.75,96,0.239583333,0.145833333,0.104166667,0.177083333,0.333333333,0.510416667,0.385416667,0.565217391,0.7,0.235294118,0.28125,637,5.6,0.56,48.8,0.030551298,5.5,0.8,0,0,12.5,0,50.8,0,0,0,-1.9,F,imputed
Micah Potter,93.27,82,240,86,135,0.185185185,0.081481481,0.007407407,0.42962963,0.296296296,0.725925926,0.266666667,0.76,1,0.327586207,0.3,705,2,0.2,55.9,0.04824002,4.7,-0.2,0,0,12,0,37.7,0,8.6,0,-2.4,C,imputed
Mitchell Robinson,89.695,84,240,88,56,0.946428571,0.053571429,0,0,0,0,1,0.679245283,0,0,0,290,2.7,0.27,47.86923077,0.082101071,2.2,1.307692308,0,0,0,0,0,0,16.2,0,0.858333333,C-F,imputed
OG Anunoby,89.825,79,240,86.25,1027,0.379746835,0.096397274,0.075949367,0.210321324,0.23661149,0.446932814,0.476144109,0.656410256,0.320512821,0.37962963,0.366255144,2706,2.9,0.29,64,0.304040098,5.6,1.4,3.9,5.6,2,5.9,34.4,4.4,8.5,7.2,2.3,F,imputed
Onyeka Okongwu,95.17,82,240,86,684,0.548245614,0.228070175,0.007309942,0.118421053,0.096491228,0.214912281,0.776315789,0.701333333,0.6,0.345679012,0.303030303,2064,4.1,0.41,48.4,0.266394344,3.6,0.8,0,0,22.7,4.6,15.8,0,19.8,0,1.8,F-C,imputed
PJ Hall,100.14,82,240,84,24,0.458333333,0.166666667,0.041666667,0,0.333333333,0.333333333,0.625,0.727272727,1,0,0.25,0,0,0,56.07222222,0,5,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,measured
Ron Harper Jr.,84.81,78,240,85,8,0.125,0.125,0,0.375,0.375,0.75,0.25,0,0,0,0,0,0,0,56.51612903,0,5,-0.041935484,0,0,0,0,0,0,0,0,-0.483870968,G-F,measured
Sandro Mamukelashvili,95.43,81,240,85.25,281,0.298932384,0.103202847,0.024911032,0.12455516,0.444839858,0.569395018,0.402135231,0.761904762,0.571428571,0.285714286,0.4,681,3.6,0.36,59.4,0.347367963,6.8,-0.1,0,0,18.6,3,34.8,0,7.2,0,0.8,F-C,measured
Zeke Nnaji,103.79,81,240,86,141,0.496453901,0.092198582,0.042553191,0.19858156,0.170212766,0.368794326,0.588652482,0.671428571,0.5,0.321428571,0.333333333,608,2.3,0.23,41.2,0.092789222,2.5,1.2,0,0,10.7,0,29.4,0,18.1,0,-1.2,F-C,measured
Jaren Jackson Jr.,95.17,82,242,89.25,1213,0.164056059,0.455070074,0.060181369,0.069249794,0.247320692,0.316570486,0.619126134,0.64321608,0.465753425,0.392857143,0.376666667,2207,2.6,0.26,61.1,0.508434469,6.7,2.1,13.3,4.3,4.6,15.4,29.5,1.6,3.1,2.6,3.2,C,imputed
Alperen Sengun,93.27,83,243,84.5,1143,0.420822397,0.407699038,0.092738408,0.005249344,0.073490814,0.078740157,0.828521435,0.648648649,0.377358491,0.333333333,0.226190476,2395,6.1,0.61,34.4,0.542572732,4.5,1.3,14.1,3.5,18.2,20.3,8.4,0,9.4,0,2.7,C,imputed
Giannis Antetokounmpo,85.83,83,243,87,1319,0.567854435,0.169825625,0.214556482,0.00227445,0.044730857,0.047005307,0.737680061,0.748998665,0.441696113,0,0.237288136,2289,6.8,0.68,24.7,0.77722798,3,2.3,17.9,11.4,8.5,14.9,5.3,1,8.5,0,7,F,imputed
Jarrett Allen,95.76,81,243,89.25,640,0.6703125,0.290625,0.03125,0.003125,0.0046875,0.0078125,0.9609375,0.771561772,0.55,0,0,2296,3.6,0.36,34.1,0.20731867,4.5,2.2,0,0,28.9,4.2,2.2,0,29.4,0,3.6,C-F,measured
Luka Garza,80.55,82,243,85.5,105,0.361904762,0.228571429,0.066666667,0.028571429,0.314285714,0.342857143,0.59047619,0.684210526,0.285714286,0,0.303030303,219,1.8,0.18,39.91714286,0.429648482,2.5,0.961764706,0,0,0,0,0,0,0,0,0.602777778,C,measured
Precious Achiuwa,85.83,80,243,84.75,327,0.587155963,0.262996942,0.039755352,0.085626911,0.024464832,0.110091743,0.850152905,0.619791667,0.461538462,0.285714286,0.25,1170,2.3,0.23,33.4,0.158637486,0.7,0.2,5.7,0,14.3,5.2,19,0,19.5,0,-1.8,F,imputed
Drew Eubanks,95.17,82,245,83,194,0.5,0.43814433,0.030927835,0.025773196,0.005154639,0.030927835,0.93814433,0.711340206,0.166666667,0.6,0,746,3.5,0.35,28.4,0.18885142,1.3,0.8,0,0,19.6,6.8,6.8,0,33,0,-0.9,F-C,imputed
Duop Reath,93.27,81,245,85,166,0.259036145,0.084337349,0.018072289,0.15060241,0.487951807,0.638554217,0.343373494,0.744186047,0,0.32,0.320987654,469,2.7,0.27,39.91714286,0.227736998,4.4,0.961764706,0,0,20.7,0,37.3,0,7.3,0,0.602777778,C,imputed
Larry Nance Jr.,95.17,80,245,85.5,155,0.309677419,0.15483871,0.04516129,0.180645161,0.296774194,0.477419355,0.464516129,0.6875,0.428571429,0.464285714,0.456521739,463,4.6,0.46,53.04545455,0.238827692,8.2,0.763636364,0,0,15.8,0,36.7,0,21.5,0,0.895454545,F-C,imputed
Markieff Morris,85.83,81,245,82.75,70,0.114285714,0.142857143,0.228571429,0.157142857,0.342857143,0.5,0.257142857,0.125,0.3125,0.090909091,0.333333333,165,6.5,0.65,56.07222222,0.354248286,2.7,0.144859813,0,0,0,0,41.7,0,0,0,-0.009009009,F,imputed
Moritz Wagner,84.33,83,245,84,249,0.582329317,0.112449799,0.004016064,0.096385542,0.204819277,0.301204819,0.694779116,0.689655172,0,0.375,0.352941176,564,2.5,0.25,51,0.500534428,6.5,0.5,5.2,0,20.5,7.8,21.7,0,16.5,0,0.8,F-C,measured
Nick Richards,94.74,83,245,86.25,347,0.634005764,0.311239193,0.048991354,0.005763689,0,0.005763689,0.945244957,0.709090909,0.470588235,0,0,1256,0.3,0.03,40.5,0.203651224,0.3,-0.8,0,0,26.65,5.3,0,0,20.9,0,-2.1,C,measured
P.J. Tucker,85.83,77,245,83.5,7,0,0,0.142857143,0.714285714,0.142857143,0.857142857,0,0,0,0.6,0,0,0,0,56.07222222,0,5,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,imputed
Pascal Siakam,91.29,80,245,87.25,1182,0.289340102,0.262267343,0.17428088,0.082064298,0.191201354,0.273265651,0.551607445,0.728070175,0.383495146,0.402061856,0.384955752,2548,5,0.5,53.2,0.477554575,6.6,0.5,9.2,4.1,9.6,18.3,20,2.6,5.5,1.1,2.6,G,measured
Quinten Post,80.92,84,245,86,274,0.189781022,0.127737226,0.02919708,0.178832117,0.47080292,0.649635036,0.317518248,0.5,0.625,0.428571429,0.403100775,686,3.9,0.39,68.1,0.335752137,8.2,-0.4,0,0,13.8,5,37.9,0,11.6,3.4,-1.2,C,measured
Tolu Smith,85.83,83,245,86,9,1,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0,56.07222222,0,5,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,imputed
Trayce Jackson-Davis,101.59,81,245,85,302,0.708609272,0.268211921,0.013245033,0.006622517,0.003311258,0.009933775,0.976821192,0.682242991,0,0,0,967,5.6,0.56,9.6,0.256808678,2.7,0.3,0,0,19.9,5.9,3.8,0,29.9,0,-0.4,F,measured
Walker Kessler,93.27,86,245,88.25,419,0.76849642,0.145584726,0.00477327,0.019093079,0.059665871,0.07875895,0.914081146,0.736024845,0,0.5,0.08,1740,2.6,0.26,17,0.146149248,1.1,1.7,0,0,19.4,0,3.7,0,24.1,0,1.7,C,imputed
Xavier Tillman,85.83,79,245,86,53,0.188679245,0.188679245,0.018867925,0.245283019,0.358490566,0.603773585,0.377358491,0.7,1,0.076923077,0.210526316,0,0,0,56.07222222,0,0.1,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,imputed
Ariel Hukporti,82.63,84,246,86,31,0.741935484,0.258064516,0,0,0,0,1,0.739130435,0,0,0,217,0.6,0.06,39.91714286,0.075049872,1.2,0.961764706,0,0,0,0,0,0,0,0,0.602777778,C,measured
Karl-Anthony Towns,89.695,84,248,87.5,1215,0.423045267,0.214814815,0.083950617,0.018106996,0.260082305,0.2781893,0.637860082,0.6692607,0.343137255,0.318181818,0.42721519,2517,3.5,0.35,69.4,0.551745441,8.4,0.2,10.8,3.1,12.6,13.5,17.7,2.1,5.9,3.6,2.7,F,imputed
Neemias Queta,82.885,84,248,88.25,203,0.714285714,0.251231527,0.019704433,0.004926108,0.004926108,0.009852217,0.965517241,0.710344828,0.75,0,0,863,2.6,0.26,43.1,0.144297136,4.6,0.8,0,0,17.3,0,0,0,39.5,0,-0.3,C,measured
Thomas Bryant,85.56,82,248,90,321,0.3894081,0.118380062,0.031152648,0.165109034,0.295950156,0.46105919,0.507788162,0.672,0.8,0.41509434,0.273684211,963,3,0.3,60.2,0.229644374,4.8,-0.1,0,0,22.7,4.7,36.1,0,9.9,0,-0.1,C-F,measured
Tony Bradley,83.26,82,248,89,45,0.688888889,0.222222222,0.022222222,0.066666667,0,0.066666667,0.911111111,0.64516129,1,0.333333333,0,0,0,0,47.86923077,0,5,1.307692308,0,0,0,0,0,0,0,0,0.858333333,C-F,measured
Robert Williams III,89.695,81,249,89.5,78,0.769230769,0.153846154,0.038461538,0.025641026,0.012820513,0.038461538,0.923076923,0.75,0.333333333,0.5,0,351,3.1,0.31,47.86923077,0.118168242,1.6,1.307692308,0,0,25.5,0,0,0,22.5,0,0.858333333,C-F,imputed
Alex Len,93.27,84,250,87.5,63,0.444444444,0.349206349,0.063492063,0.063492063,0.079365079,0.142857143,0.793650794,0.607142857,0.25,0.25,0.2,380,6.8,0.68,39.91714286,0.094971968,4.1,0.961764706,0,0,0,0,0,0,40.7,0,0.602777778,C,imputed
Bobby Portis,83.85,82,250,86,595,0.21512605,0.2,0.285714286,0.080672269,0.218487395,0.299159664,0.41512605,0.65625,0.417647059,0.4375,0.338461538,1244,3.9,0.39,62.2,0.419332825,6.5,-0.1,6,0,15.8,23.8,20.2,0,8.5,0,0,F,measured
Colin Castleton,93.27,82,250,87.5,98,0.397959184,0.428571429,0.010204082,0.112244898,0.051020408,0.163265306,0.826530612,0.692307692,0,0.181818182,0,432,3.2,0.32,39.91714286,0.134723033,3.3,0.961764706,0,0,0,0,0,0,0,0,0.602777778,C,imputed
Goga Bitadze,89.695,82,250,86,339,0.710914454,0.171091445,0.03539823,0.017699115,0.061946903,0.079646018,0.8820059,0.726141079,0.083333333,0,0.142857143,1430,5.7,0.57,29.6,0.191482058,4.2,2.7,0,0,17,3.2,6.8,0,28.2,0,0.858333333,C-F,imputed
Isaiah Hartenstein,89.695,84,250,86.25,480,0.422916667,0.495833333,0.041666667,0.00625,0.033333333,0.039583333,0.91875,0.724137931,0.4,0,0,1590,6.9,0.69,27.5,0.263297771,6.2,3.1,1.6,0,24.6,0,5.1,0,34.7,0,3.2,C-F,imputed
Isaiah Stewart,95.17,80,250,88.75,315,0.577777778,0.231746032,0.022222222,0.028571429,0.13968254,0.168253968,0.80952381,0.681318681,0.428571429,0.333333333,0.318181818,1434,5.2,0.52,48.7,0.144208334,7.4,2.2,0,0,20.4,7.8,8.6,0,19,0,0,F-C,imputed
Jalen Duren,93.27,82,250,89,546,0.794871795,0.1996337,0.005494505,0,0,0,0.994505495,0.728110599,1,0,0,2034,4.9,0.49,22.8,0.23530984,6.7,0.9,6.2,2.5,16,3.8,3.5,0,17.2,0,1.2,G,imputed
Jericho Sims,114.99,82,250,87,71,0.845070423,0.14084507,0.014084507,0,0,0,0.985915493,0.683333333,1,0,0,632,3.5,0.35,35.6,0,3.2,0.8,0,0,0,0,0,0,34.2,0,-1.6,C,measured
Julius Randle,94.81,81,250,84,939,0.313099042,0.272630458,0.079872204,0.078807242,0.254526092,0.333333333,0.585729499,0.700680272,0.44,0.297297297,0.359832636,2226,6,0.6,59.3,0.550591376,5.9,-0.6,13.4,7.5,7.7,12.1,24,2.2,4.5,2.4,0.6,F-C,measured
Kobe Brown,94.3,79,250,85,72,0.444444444,0.194444444,0,0.083333333,0.277777778,0.361111111,0.638888889,0.625,0,0.5,0.15,272,5.3,0.53,56.07222222,0.175479209,2.1,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,measured
Kyle Filipowski,84.22,83,250,82.5,518,0.301158301,0.254826255,0.019305019,0.148648649,0.274131274,0.422779923,0.555984556,0.666666667,0.5,0.376623377,0.338028169,1522,4.2,0.42,43.4,0.312035618,2.6,-0.7,4.8,2.3,9.7,4.1,27.6,0,13.4,2.8,-1.2,C,measured
LeBron James,85.83,81,250,84.25,1270,0.303937008,0.212598425,0.171653543,0.029133858,0.281102362,0.31023622,0.516535433,0.743523316,0.435779817,0.351351351,0.380952381,2444,8.4,0.84,60.4,0.866444934,8.3,0.1,16.6,17.8,3.1,12.9,10.6,3.9,3.6,2.7,3.7,F,imputed
Luke Kornet,89.695,85,250,85,280,0.803571429,0.164285714,0.021428571,0.003571429,0.007142857,0.010714286,0.967857143,0.728888889,0.666666667,0,0,1361,6.8,0.68,33.1,0.126355215,9.1,2.3,0,0,18.1,3.4,0,0,33.9,0,2.7,C-F,imputed
Myles Turner,89.695,83,250,88,811,0.230579531,0.193588163,0.09001233,0.069050555,0.41676942,0.485819975,0.424167694,0.695187166,0.547945205,0.5,0.378698225,2174,1.7,0.17,61.1,0.303412563,6.7,1.7,1.1,0,27.9,9.5,24.7,1.4,11.8,0,2.2,C-F,imputed
Paolo Banchero,85.83,82,250,84.5,911,0.265642151,0.196487377,0.239297475,0.028540066,0.264544457,0.293084523,0.462129528,0.661157025,0.417431193,0.269230769,0.331950207,1582,5.4,0.54,49.2,0.753794708,2.8,-0.6,18.9,24.1,6.4,8.4,11.6,1.4,3.3,2.5,1,F,imputed
Zach Collins,95.17,83,250,85,302,0.407284768,0.218543046,0.01986755,0.082781457,0.268211921,0.350993377,0.625827815,0.707317073,0.5,0.28,0.308641975,977,5.7,0.57,60.4,0.2890456,6.4,1.3,0,0,23.9,8.1,21.3,0,17.8,0,0.3,F-C,imputed
Kevin Love,97.69,82,251,83.25,115,0.234782609,0.12173913,0.060869565,0.12173913,0.452173913,0.573913043,0.356521739,0.407407407,0.285714286,0.357142857,0.365384615,251,4,0.4,56.51612903,0.433272225,7.5,-0.041935484,0,0,10,8.6,30.7,0,8.6,0,-0.483870968,G-F,measured
Deandre Ayton,93.27,84,252,90,468,0.403846154,0.322649573,0.205128205,0.034188034,0.034188034,0.068376068,0.726495726,0.740740741,0.458333333,0.0625,0.3125,1206,1.7,0.17,36,0.271046376,1.6,0.4,2.1,0,28.1,9.7,9.7,0,20.7,0,-0.8,G,imputed
Anthony Davis,95.17,82,253,89.5,910,0.36043956,0.298901099,0.204395604,0.012087912,0.124175824,0.136263736,0.659340659,0.722560976,0.424731183,0.090909091,0.300884956,1706,4.2,0.42,48.2,0.608365286,6.2,3,12.25,9,19.65,12.55,7.8,1.5,10,3.2,5.1,F-C,imputed
Jakob Poeltl,93.27,84,253,86.75,579,0.537132988,0.379965458,0.077720207,0.001727116,0.001727116,0.003454231,0.917098446,0.736334405,0.533333333,1,0,1686,4.2,0.42,26,0.281140726,2.7,2.4,1.6,0,24.9,7.1,3.3,0,24.3,0,2.2,G,imputed
Mason Plumlee,94.91,82,254,83,202,0.707920792,0.247524752,0.024752475,0.00990099,0.004950495,0.014851485,0.955445545,0.762237762,0,0,0,1300,7.2,0.72,21.4,0.11272288,4.3,1.4,0,0,20.9,0,0,0,37.2,0,0.1,F-C,measured
Tristan Thompson,90.45,81,254,85,71,0.521126761,0.408450704,0.028169014,0.014084507,0.028169014,0.042253521,0.929577465,0.567567568,0,0,0,328,4.2,0.42,56.07222222,0.117586251,0.2,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,measured
Bam Adebayo,89.695,81,255,86.75,1113,0.239892183,0.398921833,0.16262354,0.059299191,0.139263252,0.198562444,0.638814016,0.700374532,0.453038674,0.454545455,0.316129032,2674,5.8,0.58,51.6,0.479878148,6.6,2.1,11.8,2.7,17.9,12.9,14.4,0,13.2,2.4,2.2,C-F,imputed
Bismack Biyombo,93.27,80,255,90,114,0.51754386,0.447368421,0.035087719,0,0,0,0.964912281,0.711864407,0.25,0,0,528,2.9,0.29,10.2,0.104936857,1.1,1,0,0,0,0,0,0,0,0,-2.1,C,imputed
David Roddy,92.98,77,255,83.5,125,0.256,0.256,0,0.136,0.352,0.488,0.512,0.65625,0,0.411764706,0.272727273,410,4.2,0.42,56.07222222,0.225384969,1.7,0.144859813,0,0,0,0,37.4,0,0,0,-0.009009009,F,measured
Jock Landale,93.27,83,255,86,152,0.447368421,0.263157895,0.118421053,0.013157895,0.157894737,0.171052632,0.710526316,0.647058824,0.444444444,0,0.458333333,500,4.1,0.41,47.3,0.225286003,4.6,0.9,0,0,28.4,10,9.5,0,16.8,0,-0.1,F-G,imputed
N'Faly Dante,92.72,83,255,89,13,0.692307692,0.230769231,0.076923077,0,0,0,0.923076923,0.777777778,0,0,0,0,0,0,56.07222222,0,5,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,measured
Oscar Tshiebwe,97.19,80,255,87.5,70,0.5,0.485714286,0.014285714,0,0,0,0.985714286,0.714285714,0,0,0,255,0.9,0.09,53.04545455,0.168159564,2.8,0.763636364,0,0,21.7,0,0,0,23.9,0,0.895454545,F-C,measured
Clint Capela,93.27,82,256,88.5,390,0.707692308,0.279487179,0.01025641,0,0.002564103,0.002564103,0.987179487,0.626811594,0.5,0,0,1176,2.4,0.24,2.3,0.202621341,0.3,1.4,0,0,24.3,4.6,0,0,26.1,0,0.6,C,imputed
Rudy Gobert,81.6,85,258,92.5,510,0.837254902,0.149019608,0.01372549,0,0,0,0.98627451,0.756440281,0,0,0,2388,3.1,0.31,23.5,0.131334197,2.9,3.8,0,0,22.3,3,0,0,31.1,0,3.5,C,measured
Nikola Vucevic,83.45,82,260,88.5,1038,0.26300578,0.323699422,0.104046243,0.026011561,0.282273603,0.308285164,0.586705202,0.659340659,0.435185185,0.407407407,0.402730375,2278,5.2,0.52,62.4,0.441703826,8.5,-0.3,1.4,0,28.3,15.3,14.8,0,10.3,3.1,-0.1,C,measured
Trey Jemison III,93.27,84,260,90,74,0.648648649,0.324324324,0.027027027,0,0,0,0.972972973,0.6875,0,0,0,0,0,0,39.91714286,0,5,0.961764706,0,0,22.6,0,0,0,19.2,0,0.602777778,C,imputed
Naz Reid,88.94,81,264,87.25,923,0.241603467,0.22751896,0.030335861,0.120260022,0.378114843,0.498374865,0.469122427,0.659192825,0.428571429,0.378378378,0.381088825,2200,3.8,0.38,62.3,0.376234785,8.2,1.1,2.4,4.3,12.9,6,32.9,3.5,5,9.5,1.5,C,measured
Daniel Gafford,99.48,82,265,86.5,403,0.791563275,0.200992556,0.007444169,0,0,0,0.992555831,0.742946708,0.666666667,0,0,1226,2.7,0.27,28,0.283194011,1.9,0.9,0,0,18.7,9.9,2.5,0,24.9,0,1.8,G,measured
Day'Ron Sharpe,93.27,82,265,84,317,0.599369085,0.217665615,0.041009464,0.041009464,0.100946372,0.141955836,0.8170347,0.621052632,0.615384615,0.384615385,0.1875,907,4.4,0.44,45,0.330697561,3.1,1.4,0,0,12.7,9.4,8.4,0,17.1,0,1.3,C,imputed
DeAndre Jordan,87.35,83,265,90,140,0.792857143,0.2,0.007142857,0,0,0,0.992857143,0.720720721,1,0,0,691,4.1,0.41,0,0.132672987,1,1,0,0,21.5,0,0,0,25.8,0,-1.5,F-G,measured
Guerschon Yabusele,85.83,79,265,85,563,0.38365897,0.108348135,0.021314387,0.126110124,0.355239787,0.481349911,0.492007105,0.712962963,0.25,0.352112676,0.395,1895,4.3,0.43,54,0.24432692,5.7,-0.9,0,0,23,10.7,27.5,0,8.3,0,-1,F,imputed
Jonas Valanciunas,93.27,83,265,89,627,0.414673046,0.3476874,0.178628389,0.004784689,0.054226475,0.059011164,0.762360447,0.680769231,0.419642857,0,0.235294118,1524,4.2,0.42,57,0.392630263,3.8,-0.4,3.6,0,19.7,22.5,6.6,0,13.8,0,-0.9,F,imputed
Steven Adams,94.92,83,265,88.5,167,0.676646707,0.311377246,0,0,0,0,0.988023952,0.619469027,0,0,0,794,4,0.4,0,0.152012648,0.5,0.961764706,0,0,15.5,6.8,0,0,15.5,0,1.3,C,measured
Wendell Carter Jr.,89.695,82,270,88.5,491,0.380855397,0.183299389,0.114052953,0.118126273,0.203665988,0.321792261,0.564154786,0.695187166,0.392857143,0.25862069,0.22,1758,4.1,0.41,41.4,0.217506904,4.2,2,2.6,0,18,7.2,20.6,0,21.3,0,0.7,C-F,imputed
Andre Drummond,110.34,83,279,90.25,234,0.64957265,0.226495726,0.038461538,0.034188034,0.042735043,0.076923077,0.876068376,0.592105263,0.444444444,0.25,0.1,751,0.4,0.04,19.5,0.237904903,0.2,0.5,0,0,21.5,11.8,5.1,0,17.2,0,-1.2,C,measured
Donovan Clingan,94.5,86,280,90.75,334,0.71257485,0.125748503,0.01497006,0.01497006,0.131736527,0.146706587,0.838323353,0.634453782,0.2,0.4,0.272727273,1324,2.6,0.26,31,0.156384424,1.4,2.5,0,0,19.5,0,8,0,18.8,0,0.8,C,measured
Joel Embiid,89.695,84,280,89,315,0.247619048,0.244444444,0.263492063,0,0.244444444,0.244444444,0.492063492,0.628205128,0.385542169,0,0.298701299,574,5.3,0.53,64.3,0.774432697,8.3,2.3,14,0,24.7,19.3,9.8,4.2,3.9,0,4.6,F-C,imputed
Brook Lopez,93.36,85,282,89.5,774,0.257105943,0.180878553,0.080103359,0.050387597,0.431524548,0.481912145,0.437984496,0.778894472,0.451612903,0.564102564,0.350299401,2546,3.1,0.31,62.7,0.198727507,7.6,2.4,2.2,0,24.2,11.1,28.5,0,12.9,0,1.7,C,measured
Nikola Jokic,93.27,83,284,87,1364,0.315982405,0.356304985,0.085043988,0.010997067,0.215542522,0.226539589,0.67228739,0.719257541,0.517241379,0.533333333,0.43537415,2571,9.5,0.95,64,1,9.5,2.1,4.9,6.8,12,23,10.1,1,10.5,6.1,8.7,C,imputed
Zion Williamson,85.83,78,284,82.5,508,0.559055118,0.399606299,0.015748031,0.001968504,0.021653543,0.023622047,0.958661417,0.64084507,0.125,0,0.272727273,857,6.1,0.61,20.2,0.736970323,2.6,0,23.7,15.4,3.6,11.7,7.1,3.7,7.4,0,2.6,F,imputed
Jusuf Nurkic,93.27,83,290,86,352,0.386363636,0.289772727,0.025568182,0.034090909,0.261363636,0.295454545,0.676136364,0.625,0.222222222,0.416666667,0.293478261,1063,4.3,0.43,38.8,0.358799261,3.8,3.1,0,0,21.3,22.45,15.4,0,17,0,1.8,C,imputed
Zach Edey,101.435,88,305,94.75,433,0.565819861,0.286374134,0.027713626,0.036951501,0.083140878,0.120092379,0.852193995,0.73877551,0.25,0.25,0.388888889,1416,1.2,0.12,44,0.193006776,2.6,1.1,0,0,9.9,15.9,5.1,0,21.6,0,0.6,C,measured
Jaylen Wells,78.78,80,206,79.25,676,0.168639053,0.153846154,0.097633136,0.227810651,0.352071006,0.579881657,0.322485207,0.692982456,0.409090909,0.363636364,0.344537815,2043,3.6,0.36,63.6,0.210405522,3.3,-1.2,6.1,3.4,0,0,46,0,5.9,2.6,-1.4,G-F,measured
