player,def_impact,stature__height_inches,stature__weight_lbs,stature__wingspan_in,ath__player_id,ath__athleticism_score,shot__player_id,shot__total_fga,shot__freq_rim,shot__freq_paint,shot__freq_mid,shot__freq_corner3,shot__freq_atb3,shot__freq_three,shot__freq_rim_plus_paint,shot__rim_fg_pct,shot__mid_fg_pct,shot__corner3_pct,shot__atb3_pct,port__portability_score,port__age,port__mp,pass__team,pass__minutes,pass__passer_rating,pass__passing_score,usage__mp,usage__usg_pct,usage__offensive_load,usage__box_creation,usage__creation_score,stature__player_name,ath__player_name,ath__athleticism_source,ath__position,shot__player_name,shot__team,port__position,port__portability_source,pass__player_name,usage__player_name,usage__team,usage__pos
1630598,,,,,,,1630598.0,728.0,0.3296703296703296,0.1552197802197802,0.0494505494505494,0.1593406593406593,0.3049450549450549,0.4642857142857143,0.4848901098901099,0.6916666666666667,0.3888888888888889,0.3534482758620689,0.4009009009009009,6.4,27.0,1744.0,,,,,,,,,,,,,,Aaron Wiggins,OKC,G,provided_list,,,,
1630604,,,,,,,1630604.0,15.0,0.1333333333333333,0.2,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.3,5.0,,,,,,,,,,,,,,,,E.J. Liddell,CHI,F,default_5.0,,,,
1630611,,,,,,,1630611.0,179.0,0.2905027932960894,0.1229050279329608,0.0111731843575419,0.217877094972067,0.3519553072625698,0.5698324022346368,0.4134078212290503,0.75,1.0,0.3846153846153846,0.3015873015873015,6.1,23.0,762.0,,,,,,,,,,,,,,Gui Santos,GSW,F,provided_list,,,,
1630623,,,,,,,1630623.0,52.0,0.1153846153846153,0.0192307692307692,0.0192307692307692,0.2692307692307692,0.5769230769230769,0.8461538461538461,0.1346153846153846,0.3333333333333333,1.0,0.4285714285714285,0.2333333333333333,0.6,26.0,151.0,,,,,,,,,,,,,,Tyson Etienne,BKN,G,provided_list,,,,
1630625,,,,,,,1630625.0,507.0,0.3175542406311637,0.1873767258382643,0.0571992110453648,0.0946745562130177,0.3392504930966469,0.4339250493096647,0.504930966469428,0.5527950310559007,0.3103448275862069,0.3958333333333333,0.3081395348837209,2.6,26.0,1120.0,,,,,,,,,,,,,,Dalano Banton,POR,F,provided_list,,,,
1630631,,,,,,,1630631.0,521.0,0.1516314779270633,0.2149712092130518,0.0403071017274472,0.1228406909788867,0.4683301343570057,0.5911708253358925,0.3666026871401152,0.5443037974683544,0.4285714285714285,0.359375,0.360655737704918,5.0,27.0,1366.0,,,,,,,,,,,,,,Jose Alvarado,NOP,G,provided_list,,,,
1630639,,,,,,,1630639.0,190.0,0.3631578947368421,0.0894736842105263,0.0157894736842105,0.1894736842105263,0.3421052631578947,0.531578947368421,0.4526315789473684,0.5652173913043478,0.3333333333333333,0.3055555555555556,0.3384615384615385,1.3,25.0,486.0,,,,,,,,,,,,,,A.J. Lawson,TOR,G,provided_list,,,,
1630643,,,,,,,1630643.0,305.0,0.2590163934426229,0.0557377049180327,0.0327868852459016,0.1639344262295081,0.4885245901639344,0.6524590163934426,0.3147540983606557,0.810126582278481,0.3,0.36,0.4161073825503356,8.1,27.0,748.0,,,,,,,,,,,,,,Jay Huff,MEM,C,provided_list,,,,
1630644,,,,,,,1630644.0,2.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,Mac McClung,ORL,G,default_5.0,,,,
1630649,,,,,,,1630649.0,26.0,0.1153846153846153,0.1923076923076923,0.1153846153846153,0.3846153846153846,0.1923076923076923,0.5769230769230769,0.3076923076923077,0.6666666666666666,0.0,0.2,0.2,5.0,,,,,,,,,,,,,,,,Stanley Umude,MIL,G,default_5.0,,,,
1630658,,,,,,,1630658.0,98.0,0.3979591836734694,0.4285714285714285,0.010204081632653,0.1122448979591836,0.0510204081632653,0.1632653061224489,0.826530612244898,0.6923076923076923,0.0,0.1818181818181818,0.0,3.3,25.0,432.0,,,,,,,,,,,,,,Colin Castleton,TOR,C,provided_list,,,,
1630679,,,,,,,1630679.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,Ethan Thompson,,G,default_5.0,,,,
1630692,,,,,,,1630692.0,144.0,0.1875,0.2569444444444444,0.0833333333333333,0.2291666666666666,0.2430555555555555,0.4722222222222222,0.4444444444444444,0.5185185185185185,0.4166666666666667,0.3939393939393939,0.3714285714285714,3.1,27.0,543.0,,,,,,,,,,,,,,Jordan Goodwin,LAL,G,provided_list,,,,
1630695,,,,,,,1630695.0,135.0,0.1851851851851851,0.0814814814814814,0.0074074074074074,0.4296296296296296,0.2962962962962963,0.725925925925926,0.2666666666666666,0.76,1.0,0.3275862068965517,0.3,4.7,27.0,705.0,,,,,,,,,,,,,,Micah Potter,UTA,C,provided_list,,,,
1630696,,,,,,,1630696.0,61.0,0.2295081967213114,0.2459016393442623,0.0327868852459016,0.180327868852459,0.3114754098360656,0.4918032786885246,0.4754098360655737,0.7142857142857143,0.0,0.6363636363636364,0.4736842105263157,8.4,28.0,268.0,,,,,,,,,,,,,,Dru Smith,MIA,G,provided_list,,,,
1630699,,,,,,,1630699.0,65.0,0.2307692307692307,0.123076923076923,0.2,0.1538461538461538,0.2923076923076923,0.4461538461538462,0.3538461538461538,0.7333333333333333,0.3076923076923077,0.3,0.3684210526315789,0.9,25.0,156.0,,,,,,,,,,,,,,MarJon Beauchamp,NYK,F,provided_list,,,,
1630700,,,,,,,1630700.0,923.0,0.3445287107258938,0.3737811484290357,0.0270855904658721,0.0617551462621885,0.1863488624052004,0.2481040086673889,0.7183098591549296,0.6540880503144654,0.28,0.4385964912280701,0.3197674418604651,2.5,22.0,2571.0,,,,,,,,,,,,,,Dyson Daniels,ATL,G,provided_list,,,,
1630702,,,,,,,1630702.0,414.0,0.1884057971014492,0.214975845410628,0.1207729468599033,0.1183574879227053,0.3550724637681159,0.4734299516908212,0.4033816425120773,0.5641025641025641,0.32,0.3877551020408163,0.3877551020408163,1.1,23.0,907.0,,,,,,,,,,,,,,Jaden Hardy,DAL,G,provided_list,,,,
1630703,,,,,,,1630703.0,685.0,0.3007299270072993,0.1722627737226277,0.0934306569343065,0.0656934306569343,0.362043795620438,0.4277372262773722,0.472992700729927,0.5533980582524272,0.375,0.4,0.3467741935483871,2.0,21.0,1759.0,,,,,,,,,,,,,,Scoot Henderson,POR,G,provided_list,,,,
1630811,,,,,,,1630811.0,162.0,0.0987654320987654,0.2839506172839506,0.1111111111111111,0.0617283950617283,0.4382716049382716,0.5,0.382716049382716,0.5625,0.2222222222222222,0.4,0.323943661971831,5.5,26.0,501.0,,,,,,,,,,,,,,Keaton Wallace,ATL,G,provided_list,,,,
1631093,,,,,,,1631093.0,413.0,0.3171912832929782,0.2130750605326876,0.0968523002421307,0.0799031476997578,0.2857142857142857,0.3656174334140435,0.5302663438256658,0.5954198473282443,0.35,0.3636363636363636,0.4322033898305085,0.9,23.0,898.0,,,,,,,,,,,,,,Jaden Ivey,DET,G,provided_list,,,,
1631094,,,,,,,1631094.0,911.0,0.265642151481888,0.1964873765093304,0.239297475301866,0.0285400658616904,0.2645444566410538,0.2930845225027442,0.4621295279912184,0.6611570247933884,0.4174311926605504,0.2692307692307692,0.3319502074688796,2.8,23.0,1582.0,,,,,,,,,,,,,,Paolo Banchero,ORL,F,provided_list,,,,
1631095,,,,,,,1631095.0,566.0,0.2190812720848056,0.1590106007067137,0.1325088339222614,0.1148409893992932,0.3745583038869258,0.489399293286219,0.3780918727915194,0.6451612903225806,0.36,0.3538461538461538,0.3537735849056603,5.1,22.0,1716.0,,,,,,,,,,,,,,Jabari Smith Jr.,HOU,F,provided_list,,,,
1631096,,,,,,,1631096.0,341.0,0.3577712609970674,0.2228739002932551,0.0791788856304985,0.0586510263929618,0.2785923753665689,0.3372434017595307,0.5806451612903226,0.7213114754098361,0.2962962962962963,0.45,0.3684210526315789,7.5,23.0,877.0,,,,,,,,,,,,,,Chet Holmgren,OKC,C-F,provided_list,,,,
1631097,,,,,,,1631097.0,853.0,0.3446658851113716,0.1899179366940211,0.1277842907385697,0.0527549824150058,0.2813599062133646,0.3341148886283704,0.5345838218053928,0.6156462585034014,0.3669724770642202,0.4,0.3333333333333333,2.2,23.0,2149.0,,,,,,,,,,,,,,Bennedict Mathurin,IND,G-F,provided_list,,,,
1631099,,,,,,,1631099.0,820.0,0.1890243902439024,0.1853658536585365,0.0780487804878048,0.1646341463414634,0.3817073170731707,0.5463414634146342,0.374390243902439,0.7741935483870968,0.375,0.3777777777777777,0.329073482428115,6.3,25.0,2610.0,,,,,,,,,,,,,,Keegan Murray,SAC,F,provided_list,,,,
1631101,,,,,,,1631101.0,1104.0,0.266304347826087,0.1485507246376811,0.1576086956521739,0.0760869565217391,0.3478260869565217,0.4239130434782608,0.4148550724637681,0.7108843537414966,0.4597701149425287,0.3571428571428571,0.3046875,2.0,22.0,2252.0,,,,,,,,,,,,,,Shaedon Sharpe,POR,G,provided_list,,,,
1631102,,,,,,,1631102.0,45.0,0.0222222222222222,0.3111111111111111,0.2,0.1777777777777777,0.2888888888888888,0.4666666666666667,0.3333333333333333,1.0,0.3333333333333333,0.25,0.1538461538461538,0.2,24.0,118.0,,,,,,,,,,,,,,TyTy Washington Jr.,PHX,G,provided_list,,,,
1631103,,,,,,,1631103.0,190.0,0.2210526315789473,0.2052631578947368,0.131578947368421,0.0894736842105263,0.3526315789473684,0.4421052631578947,0.4263157894736842,0.7619047619047619,0.32,0.4705882352941176,0.3880597014925373,5.2,22.0,427.0,,,,,,,,,,,,,,Malaki Branham,SAS,F,provided_list,,,,
1631104,,,,,,,1631104.0,186.0,0.489247311827957,0.1236559139784946,0.075268817204301,0.1129032258064516,0.1989247311827957,0.3118279569892473,0.6129032258064516,0.5934065934065934,0.1428571428571428,0.3333333333333333,0.2702702702702703,0.7,22.0,683.0,,,,,,,,,,,,,,Blake Wesley,SAS,G,provided_list,,,,
1631105,,,,,,,1631105.0,546.0,0.7948717948717948,0.1996336996336996,0.0054945054945054,0.0,0.0,0.0,0.9945054945054944,0.728110599078341,1.0,0.0,0.0,6.7,22.0,2034.0,,,,,,,,,,,,,,Jalen Duren,DET,C,provided_list,,,,
1631106,,,,,,,1631106.0,559.0,0.4311270125223613,0.1932021466905187,0.0465116279069767,0.1270125223613595,0.2003577817531306,0.3273703041144901,0.6243291592128801,0.6680497925311203,0.3076923076923077,0.3661971830985915,0.3303571428571428,3.1,24.0,1420.0,,,,,,,,,,,,,,Tari Eason,HOU,F,provided_list,,,,
1631107,,,,,,,1631107.0,377.0,0.2360742705570291,0.1591511936339522,0.0477453580901856,0.2122015915119363,0.3448275862068966,0.5570291777188329,0.3952254641909814,0.6853932584269663,0.3888888888888889,0.475,0.3076923076923077,9.5,22.0,1156.0,,,,,,,,,,,,,,Nikola Jović,MIA,F,provided_list,,,,
1631108,,,,,,,1631108.0,590.0,0.1864406779661017,0.1796610169491525,0.1016949152542373,0.1983050847457627,0.3305084745762712,0.5288135593220339,0.3661016949152542,0.7454545454545455,0.35,0.3846153846153846,0.358974358974359,3.6,22.0,2127.0,,,,,,,,,,,,,,Max Christie,DAL,G,provided_list,,,,
1631109,,,,,,,1631109.0,447.0,0.6756152125279642,0.29082774049217,0.0246085011185682,0.0022371364653243,0.0067114093959731,0.0089485458612975,0.9664429530201344,0.7119205298013245,0.5454545454545454,0.0,0.0,4.0,24.0,1171.0,,,,,,,,,,,,,,Mark Williams,CHA,C,provided_list,,,,
1631110,,,,,,,1631110.0,469.0,0.6204690831556503,0.1513859275053305,0.0341151385927505,0.0810234541577825,0.1130063965884861,0.1940298507462686,0.7718550106609808,0.6804123711340206,0.1875,0.2894736842105263,0.320754716981132,3.0,22.0,1364.0,,,,,,,,,,,,,,Jeremy Sochan,SAS,F,provided_list,,,,
1631111,,,,,,,1631111.0,126.0,0.4285714285714285,0.1587301587301587,0.0873015873015873,0.1746031746031746,0.1507936507936507,0.3253968253968254,0.5873015873015873,0.6111111111111112,0.3636363636363636,0.4090909090909091,0.2631578947368421,3.1,24.0,499.0,,,,,,,,,,,,,,Wendell Moore Jr.,CHA,G,provided_list,,,,
1631114,,,,,,,1631114.0,1168.0,0.2517123287671233,0.2782534246575342,0.1789383561643835,0.0299657534246575,0.2611301369863014,0.2910958904109589,0.5299657534246576,0.6632653061224489,0.4593301435406698,0.3714285714285714,0.3639344262295082,8.4,24.0,2237.0,,,,,,,,,,,,,,Jalen Williams,OKC,G-F,provided_list,,,,
1631116,,,,,,,1631116.0,35.0,0.2857142857142857,0.0571428571428571,0.0,0.1142857142857142,0.5428571428571428,0.6571428571428571,0.3428571428571428,0.6,0.0,0.75,0.5263157894736842,5.0,,,,,,,,,,,,,,,,Patrick Baldwin Jr.,LAC,F,default_5.0,,,,
1631117,,,,,,,1631117.0,419.0,0.7684964200477327,0.1455847255369928,0.0047732696897374,0.0190930787589498,0.0596658711217183,0.0787589498806682,0.9140811455847256,0.7360248447204969,0.0,0.5,0.08,1.1,24.0,1740.0,,,,,,,,,,,,,,Walker Kessler,UTA,C,provided_list,,,,
1631119,,,,,,,1631119.0,221.0,0.1764705882352941,0.0769230769230769,0.0542986425339366,0.1040723981900452,0.583710407239819,0.6877828054298643,0.253393665158371,0.6410256410256411,0.3333333333333333,0.6086956521739131,0.3643410852713178,9.4,23.0,784.0,,,,,,,,,,,,,,Jaylin Williams,OKC,F,provided_list,,,,
1631120,,,,,,,1631120.0,34.0,0.1764705882352941,0.1764705882352941,0.1176470588235294,0.088235294117647,0.4411764705882353,0.5294117647058824,0.3529411764705882,0.6666666666666666,0.0,0.3333333333333333,0.2,5.0,,,,,,,,,,,,,,,,JD Davison,BOS,G,default_5.0,,,,
1631121,,,,,,,1631121.0,14.0,0.1428571428571428,0.5,0.0714285714285714,0.0714285714285714,0.2142857142857142,0.2857142857142857,0.6428571428571429,1.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,Bryce McGowens,POR,G,default_5.0,,,,
1631123,,,,,,,1631123.0,12.0,0.3333333333333333,0.25,0.0,0.0,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.75,0.0,0.0,0.2,5.0,,,,,,,,,,,,,,,,Jamaree Bouyea,MIL,G,default_5.0,,,,
1631124,,,,,,,1631124.0,486.0,0.1831275720164609,0.2139917695473251,0.0493827160493827,0.0864197530864197,0.4670781893004115,0.5534979423868313,0.397119341563786,0.651685393258427,0.4166666666666667,0.5,0.3215859030837004,0.8,23.0,1384.0,,,,,,,,,,,,,,Julian Strawther,DEN,G,provided_list,,,,
1631127,,,,,,,1631127.0,4.0,0.25,0.25,0.25,0.0,0.25,0.25,0.5,1.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,Harrison Ingram,SAS,F,default_5.0,,,,
1631128,,,,,,,1631128.0,821.0,0.5213154689403167,0.1583434835566382,0.0475030450669914,0.0901339829476248,0.1814859926918392,0.271619975639464,0.679658952496955,0.7149532710280374,0.4102564102564102,0.3513513513513513,0.4228187919463087,5.6,24.0,2675.0,,,,,,,,,,,,,,Christian Braun,DEN,G,provided_list,,,,
1631131,,,,,,,1631131.0,70.0,0.5,0.4857142857142857,0.0142857142857142,0.0,0.0,0.0,0.9857142857142858,0.7142857142857143,0.0,0.0,0.0,2.8,26.0,255.0,,,,,,,,,,,,,,Oscar Tshiebwe,UTA,F-C,provided_list,,,,
1631132,,,,,,,1631132.0,66.0,0.7424242424242424,0.1515151515151515,0.0454545454545454,0.0303030303030303,0.0303030303030303,0.0606060606060606,0.8939393939393939,0.7142857142857143,0.6666666666666666,0.0,0.0,3.9,25.0,342.0,,,,,,,,,,,,,,Christian Koloko,LAL,C,provided_list,,,,
1631133,,,,,,,1631133.0,229.0,0.519650655021834,0.131004366812227,0.0349344978165938,0.1528384279475982,0.1572052401746725,0.3100436681222707,0.6506550218340611,0.6638655462184874,0.25,0.4857142857142857,0.3055555555555556,1.6,23.0,749.0,,,,,,,,,,,,,,Jabari Walker,POR,F,provided_list,,,,
1631157,,,,,,,1631157.0,271.0,0.2656826568265683,0.1734317343173431,0.1180811808118081,0.1918819188191882,0.2509225092250922,0.4428044280442804,0.4391143911439114,0.6666666666666666,0.40625,0.4807692307692308,0.3529411764705882,5.8,23.0,820.0,,,,,,,,,,,,,,Ryan Rollins,MIL,G,provided_list,,,,
1631159,,,,,,,1631159.0,15.0,0.4666666666666667,0.1333333333333333,0.0666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6,0.7142857142857143,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,Leonard Miller,MIN,F,default_5.0,,,,
1631165,,,,,,,1631165.0,464.0,0.1357758620689655,0.1077586206896551,0.0646551724137931,0.2327586206896551,0.459051724137931,0.6918103448275862,0.2435344827586207,0.7936507936507936,0.3333333333333333,0.5,0.3990610328638497,7.6,26.0,1948.0,,,,,,,,,,,,,,Keon Ellis,SAC,G,provided_list,,,,
1631166,,,,,,,1631166.0,102.0,0.3529411764705882,0.2647058823529412,0.0392156862745098,0.0588235294117647,0.2745098039215686,0.3333333333333333,0.6176470588235294,0.5833333333333334,0.25,0.3333333333333333,0.25,1.8,25.0,254.0,,,,,,,,,,,,,,Drew Timme,BKN,F,provided_list,,,,
1631169,,,,,,,1631169.0,90.0,0.4333333333333333,0.0777777777777777,0.0111111111111111,0.2888888888888888,0.1888888888888888,0.4777777777777778,0.5111111111111111,0.6410256410256411,0.0,0.3461538461538461,0.2941176470588235,6.7,23.0,276.0,,,,,,,,,,,,,,Josh Minott,MIN,F,provided_list,,,,
1631170,,,,,,,1631170.0,462.0,0.4199134199134199,0.2705627705627705,0.0519480519480519,0.1385281385281385,0.1147186147186147,0.2532467532467532,0.6904761904761905,0.6134020618556701,0.375,0.28125,0.3584905660377358,5.4,24.0,1368.0,,,,,,,,,,,,,,Jaime Jaquez Jr.,MIA,G,provided_list,,,,
1631172,,,,,,,1631172.0,125.0,0.232,0.144,0.056,0.176,0.392,0.568,0.376,0.6551724137931034,0.4285714285714285,0.3181818181818182,0.3265306122448979,3.4,22.0,405.0,,,,,,,,,,,,,,Ousmane Dieng,OKC,F,provided_list,,,,
1631197,,,,,,,1631197.0,87.0,0.4712643678160919,0.057471264367816,0.0229885057471264,0.2068965517241379,0.2413793103448276,0.4482758620689655,0.5287356321839081,0.6829268292682927,0.0,0.4444444444444444,0.1904761904761904,3.8,26.0,227.0,,,,,,,,,,,,,,Jared Rhoden,TOR,G,provided_list,,,,
1631199,,,,,,,1631199.0,8.0,0.125,0.125,0.0,0.375,0.375,0.75,0.25,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,Ron Harper Jr.,DET,G-F,default_5.0,,,,
1631200,,,,,,,1631200.0,279.0,0.4480286738351254,0.1146953405017921,0.007168458781362,0.2186379928315412,0.2114695340501792,0.4301075268817204,0.5627240143369175,0.624,1.0,0.2786885245901639,0.1694915254237288,0.4,25.0,1040.0,,,,,,,,,,,,,,Kris Murray,POR,F,provided_list,,,,
1631204,,,,,,,1631204.0,296.0,0.1554054054054054,0.1925675675675675,0.1385135135135135,0.0777027027027027,0.4358108108108108,0.5135135135135135,0.3479729729729729,0.6956521739130435,0.4146341463414634,0.391304347826087,0.3798449612403101,6.2,25.0,811.0,,,,,,,,,,,,,,Marcus Sasser,DET,G,provided_list,,,,
1631207,,,,,,,1631207.0,268.0,0.4365671641791044,0.1492537313432835,0.0261194029850746,0.1753731343283582,0.2126865671641791,0.3880597014925373,0.585820895522388,0.5811965811965812,0.1428571428571428,0.3617021276595745,0.3508771929824561,1.5,23.0,987.0,,,,,,,,,,,,,,Dalen Terry,CHI,F,provided_list,,,,
1631210,,,,,,,1631210.0,22.0,0.4090909090909091,0.0909090909090909,0.0454545454545454,0.2727272727272727,0.1818181818181818,0.4545454545454545,0.5,0.2222222222222222,0.0,0.6666666666666666,0.25,5.0,,,,,,,,,,,,,,,,Jacob Toppin,ATL,F,default_5.0,,,,
1631212,,,,,,,1631212.0,428.0,0.455607476635514,0.1869158878504672,0.0397196261682243,0.1775700934579439,0.1378504672897196,0.3154205607476635,0.6425233644859814,0.6358974358974359,0.1764705882352941,0.4473684210526316,0.2372881355932203,1.0,23.0,1656.0,,,,,,,,,,,,,,Peyton Watson,DEN,G,provided_list,,,,
1631213,,,,,,,1631213.0,465.0,0.1698924731182795,0.1655913978494623,0.0580645161290322,0.1978494623655914,0.4043010752688172,0.6021505376344086,0.3354838709677419,0.6962025316455697,0.3703703703703703,0.391304347826087,0.3351063829787234,5.5,26.0,1315.0,,,,,,,,,,,,,,Tyrese Martin,BKN,F,provided_list,,,,
1631216,,,,,,,1631216.0,190.0,0.0578947368421052,0.0421052631578947,0.0578947368421052,0.2947368421052631,0.5473684210526316,0.8421052631578947,0.1,0.5454545454545454,0.3636363636363636,0.3214285714285714,0.4423076923076923,6.1,23.0,788.0,,,,,,,,,,,,,,Caleb Houstan,ORL,G,provided_list,,,,
1631217,,,,,,,1631217.0,280.0,0.7142857142857143,0.2535714285714285,0.0107142857142857,0.0071428571428571,0.0142857142857142,0.0214285714285714,0.9678571428571427,0.66,0.6666666666666666,0.0,0.0,0.6,24.0,1241.0,,,,,,,,,,,,,,Moussa Diabaté,CHA,F,provided_list,,,,
1631218,,,,,,,1631218.0,302.0,0.7086092715231788,0.2682119205298013,0.0132450331125827,0.0066225165562913,0.0033112582781456,0.009933774834437,0.97682119205298,0.6822429906542056,0.0,0.0,0.0,2.7,25.0,967.0,,,,,,,,,,,,,,Trayce Jackson-Davis,GSW,F,provided_list,,,,
1631221,,,,,,,1631221.0,158.0,0.1582278481012658,0.2025316455696202,0.0696202531645569,0.1329113924050632,0.4240506329113924,0.5569620253164557,0.360759493670886,0.48,0.4545454545454545,0.5238095238095238,0.417910447761194,9.1,26.0,461.0,,,,,,,,,,,,,,Collin Gillespie,PHX,G,provided_list,,,,
1631222,,,,,,,1631222.0,337.0,0.3264094955489614,0.2225519287833827,0.029673590504451,0.1127596439169139,0.3026706231454006,0.4154302670623145,0.5489614243323442,0.6727272727272727,0.3,0.3684210526315789,0.4411764705882353,6.6,24.0,1349.0,,,,,,,,,,,,,,Jake LaRavia,SAC,F,provided_list,,,,
1631223,,,,,,,1631223.0,125.0,0.256,0.256,0.0,0.136,0.352,0.488,0.512,0.65625,0.0,0.4117647058823529,0.2727272727272727,1.7,24.0,410.0,,,,,,,,,,,,,,David Roddy,HOU,F,provided_list,,,,
1631230,,,,,,,1631230.0,113.0,0.4690265486725664,0.2035398230088495,0.0884955752212389,0.1946902654867256,0.0442477876106194,0.2389380530973451,0.672566371681416,0.7169811320754716,0.4,0.1818181818181818,0.6,0.8,22.0,375.0,,,,,,,,,,,,,,Dominick Barlow,ATL,F,provided_list,,,,
1631232,,,,,,,1631232.0,109.0,0.3027522935779816,0.2293577981651376,0.073394495412844,0.1559633027522936,0.2385321100917431,0.3944954128440367,0.5321100917431193,0.7272727272727273,1.0,0.4117647058823529,0.2692307692307692,0.3,25.0,332.0,,,,,,,,,,,,,,Keion Brooks Jr.,NOP,F,provided_list,,,,
1631243,,,,,,,1631243.0,171.0,0.3567251461988304,0.1403508771929824,0.0292397660818713,0.2865497076023391,0.1871345029239766,0.4736842105263157,0.4970760233918128,0.639344262295082,0.4,0.2448979591836734,0.28125,4.1,23.0,533.0,,,,,,,,,,,,,,Mouhamed Gueye,ATL,F,provided_list,,,,
1631245,,,,,,,1631245.0,122.0,0.5245901639344263,0.0901639344262295,0.0573770491803278,0.1065573770491803,0.221311475409836,0.3278688524590163,0.6147540983606558,0.578125,0.1428571428571428,0.3076923076923077,0.4074074074074074,3.6,27.0,381.0,,,,,,,,,,,,,,Quenton Jackson,IND,G,provided_list,,,,
1631246,,,,,,,1631246.0,167.0,0.18562874251497,0.2035928143712574,0.0419161676646706,0.1736526946107784,0.3892215568862275,0.562874251497006,0.3892215568862275,0.6129032258064516,0.5714285714285714,0.4137931034482758,0.2153846153846154,3.7,25.0,499.0,,,,,,,,,,,,,,Vince Williams Jr.,MEM,G,provided_list,,,,
1631247,,,,,,,1631247.0,20.0,0.55,0.0,0.0,0.25,0.2,0.45,0.55,0.4545454545454545,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,Luke Travers,CLE,F,default_5.0,,,,
1631248,,,,,,,1631248.0,110.0,0.109090909090909,0.0909090909090909,0.0545454545454545,0.2272727272727272,0.5181818181818182,0.7454545454545455,0.2,0.6666666666666666,0.5,0.32,0.3157894736842105,3.5,25.0,384.0,,,,,,,,,,,,,,Baylor Scheierman,BOS,G,provided_list,,,,
1631250,,,,,,,1631250.0,32.0,0.15625,0.03125,0.0625,0.0625,0.65625,0.71875,0.1875,0.8,0.5,0.5,0.3809523809523809,6.5,25.0,138.0,,,,,,,,,,,,,,Pete Nance,MIL,F,provided_list,,,,
1631255,,,,,,,1631255.0,235.0,0.4765957446808511,0.2127659574468085,0.0297872340425531,0.1531914893617021,0.1276595744680851,0.2808510638297872,0.6893617021276596,0.7589285714285714,0.4285714285714285,0.3611111111111111,0.2666666666666666,4.0,24.0,791.0,,,,,,,,,,,,,,Karlo Matković,NOP,F-C,provided_list,,,,
1631260,,,,,,,1631260.0,424.0,0.0306603773584905,0.025943396226415,0.0872641509433962,0.2641509433962264,0.5849056603773585,0.8490566037735849,0.0566037735849056,0.6153846153846154,0.3513513513513513,0.5267857142857143,0.3830645161290322,9.3,26.0,1659.0,,,,,,,,,,,,,,AJ Green,MIL,G,provided_list,,,,
1631288,,,,,,,1631288.0,158.0,0.240506329113924,0.2025316455696202,0.050632911392405,0.2468354430379747,0.2594936708860759,0.5063291139240507,0.4430379746835443,0.6578947368421053,0.25,0.3076923076923077,0.3414634146341463,0.3,26.0,502.0,,,,,,,,,,,,,,Jamal Cain,NOP,F,provided_list,,,,
1631303,,,,,,,1631303.0,21.0,0.3809523809523809,0.1428571428571428,0.0,0.1428571428571428,0.3333333333333333,0.4761904761904761,0.5238095238095238,0.5,0.0,0.3333333333333333,0.1428571428571428,5.0,,,,,,,,,,,,,,,,Justin Minaya,POR,F,default_5.0,,,,
1631311,,,,,,,1631311.0,78.0,0.2564102564102564,0.1153846153846153,0.0641025641025641,0.0897435897435897,0.4743589743589743,0.5641025641025641,0.3717948717948718,0.75,0.0,0.2857142857142857,0.2972972972972973,1.6,25.0,183.0,,,,,,,,,,,,,,Lester Quinones,NOP,G,provided_list,,,,
1631321,,,,,,,1631321.0,30.0,0.2666666666666666,0.2666666666666666,0.0333333333333333,0.1666666666666666,0.2666666666666666,0.4333333333333333,0.5333333333333333,0.75,0.0,0.4,0.125,5.0,,,,,,,,,,,,,,,,Sidy Cissoko,POR,G,default_5.0,,,,
1631323,,,,,,,1631323.0,373.0,0.2117962466487935,0.1099195710455764,0.0697050938337801,0.227882037533512,0.3753351206434316,0.6032171581769437,0.3217158176943699,0.5822784810126582,0.3461538461538461,0.2823529411764706,0.3714285714285714,6.0,30.0,1237.0,,,,,,,,,,,,,,Simone Fontecchio,DET,F,provided_list,,,,
1631342,,,,,,,1631342.0,25.0,0.28,0.04,0.0,0.28,0.4,0.68,0.32,0.8571428571428571,0.0,0.4285714285714285,0.6,5.0,,,,,,,,,,,,,,,,Daeqwon Plowden,ATL,G-F,default_5.0,,,,
1631466,,,,,,,1631466.0,62.0,0.1935483870967742,0.3548387096774194,0.032258064516129,0.2096774193548387,0.2096774193548387,0.4193548387096774,0.5483870967741935,0.75,0.5,0.2307692307692307,0.2307692307692307,0.1,26.0,147.0,,,,,,,,,,,,,,Nate Williams,HOU,G,provided_list,,,,
